request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_186,6772.45,affordable_later,wait,2026-03-15:26554,2026-03-15,none,"Pay ZAR 26,554 in full on 2026-03-15. Paying earlier would take the balance below the ZAR 22,000 minimum."
request_187,36544.43,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Pay INR 187,500 in full on 2024-11-15. Paying earlier would take the balance below the INR 128,300 minimum."
request_188,121.39,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-03-04. None of the available options keeps the EUR 900 minimum protected.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.4 today. This leaves at least EUR 400 available over the next 90 days.
request_190,654.19,affordable_later,wait,2025-02-15:2557.5,2025-02-15,none,"Pay EUR 2,557.5 in full on 2025-02-15. Paying earlier would take the balance below the EUR 1,600 minimum."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 today. This leaves at least EUR 500 available over the next 90 days.
request_192,177.63,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-05-11. None of the available options keeps the USD 1,000 minimum protected."
request_193,98.39,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000 available."
request_194,32408.24,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Pay INR 132,800 in full on 2025-10-23. Paying earlier would take the balance below the INR 113,600 minimum."
request_195,1055.16,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Use 3 installments of EUR 405.74, starting 09 January 2026. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today. This leaves at least EUR 500 available over the next 90 days.
request_197,629158.09,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,,none,"Use 3 installments of IDR 17,658,853.33, starting 19 November 2025. This leaves at least IDR 26,245,900 available."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 07 September 2024. This leaves at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400 available."
request_204,543.96,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Pay EUR 588.74 in full on 2026-01-15. Paying earlier would take the balance below the EUR 1,300 minimum."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 03 August 2025. This leaves at least EUR 900 available."
request_207,4782.87,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Pay ZAR 11,830 in full on 2026-07-15. Paying earlier would take the balance below the ZAR 13,600 minimum."
request_208,4007461.8,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Pay IDR 4,413,000 in full on 2024-06-15. Paying earlier would take the balance below the IDR 10,470,700 minimum."
request_209,1896.34,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-11-25. None of the available options keeps the ZAR 18,400 minimum protected."
request_210,954.6,affordable_with_plan,partial_payment,2026-04-06:954.6|2026-04-15:405.42,2026-04-15,none,"Pay USD 954.6 today and the remaining USD 405.42 on 2026-04-15. This completes the full request and keeps the USD 2,000 minimum protected."
request_211,319.75,affordable_later,wait,2024-11-15:1788.6,2024-11-15,none,"Pay EUR 1,788.6 in full on 2024-11-15. Paying earlier would take the balance below the EUR 1,500 minimum."
request_212,6731985.86,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-28. None of the available options keeps the IDR 29,579,800 minimum protected."
request_213,1491.62,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,,none,"Use 3 installments of USD 1,165.63, starting 21 January 2026. This leaves at least USD 2,100 available."
request_214,60982.93,affordable_with_plan,partial_payment,2024-12-04:60982.93|2024-12-15:8767.07,2024-12-15,none,"Pay INR 60,982.93 today and the remaining INR 8,767.07 on 2024-12-15. This completes the full request and keeps the INR 174,900 minimum protected."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 09 May 2025. This leaves at least ZAR 15,700 available."
request_216,481.37,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-15. None of the available options keeps the USD 1,800 minimum protected."
request_217,20518.24,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024. This leaves at least ZAR 26,800 available."
request_218,25235172.52,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 07 August 2025. This leaves at least IDR 34,477,200 available."
request_219,750.14,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Use 3 installments of EUR 580.01, starting 07 April 2026. This leaves at least EUR 1,100 available."
request_220,120.72,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1,100 minimum protected."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This leaves at least EUR 800 available over the next 90 days.
request_224,9292947.87,affordable_with_plan,partial_payment,2025-02-04:9292947.87|2025-02-15:1034052.13,2025-02-15,none,"Pay IDR 9,292,947.87 today and the remaining IDR 1,034,052.13 on 2025-02-15. This completes the full request and keeps the IDR 22,187,600 minimum protected."
request_225,11039763.04,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7,647,120, starting 20 July 2026. This leaves at least IDR 17,670,700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days."
request_227,7703.87,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-20. None of the available options keeps the INR 62,900 minimum protected."
request_228,2283857.12,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26,191,200 minimum protected."
request_229,457.64,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This leaves at least EUR 1,000 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.6 today. This leaves at least EUR 2,000 available over the next 90 days."
request_231,32823.12,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,none,"Use 3 installments of ZAR 12,378.08, starting 06 January 2026. This leaves at least ZAR 24,300 available."
request_232,591.95,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-15. None of the available options keeps the EUR 2,400 minimum protected."
request_233,0,affordable_with_plan,installments,2025-11-14:3245320|2025-12-15:3245320,,none,"Use 2 installments of IDR 3,245,320, starting 14 November 2025. This leaves at least IDR 10,365,700 available."
request_234,192.08,affordable_later,wait,2026-09-15:1213.3,2026-09-15,none,"Pay EUR 1,213.3 in full on 2026-09-15. Paying earlier would take the balance below the EUR 700 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today. This leaves at least USD 700 available over the next 90 days.
request_236,6039098.73,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16,768,600 minimum protected."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 07 December 2024. This leaves at least USD 700 available."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,14101.26,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-20. None of the available options keeps the INR 52,800 minimum protected."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,35900.19,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Pay INR 128,500 in full on 2026-01-15. Paying earlier would take the balance below the INR 94,600 minimum."
request_246,44712.49,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-04,none,"Use 3 installments of ZAR 22,216.48, starting 03 April 2026. This leaves at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.3 today. This leaves at least EUR 1,300 available over the next 90 days."
request_248,227.83,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-28. None of the available options keeps the USD 1,300 minimum protected."
request_249,178.13,affordable_later,wait,2026-03-15:643.2,2026-03-15,none,Pay USD 643.2 in full on 2026-03-15. Paying earlier would take the balance below the USD 600 minimum.
request_250,14706.14,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35,300 minimum protected."
request_251,727.48,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-06. None of the available options keeps the EUR 1,300 minimum protected."
request_252,4133909.77,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Pay IDR 28,082,000 in full on 2026-09-15. Paying earlier would take the balance below the IDR 15,152,200 minimum."
request_253,1505.32,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-15,none,"Use 3 installments of EUR 984.6, starting 21 March 2024. This leaves at least EUR 2,300 available."
request_254,614.49,affordable_later,wait,2025-10-15:3535.2,2025-10-15,none,"Pay USD 3,535.2 in full on 2025-10-15. Paying earlier would take the balance below the USD 2,500 minimum."
request_255,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-15. None of the available options keeps the IDR 9,813,900 minimum protected."
request_256,156056.06,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 168,600 available."
request_257,569.44,affordable_later,wait,2026-01-15:1352.4,2026-01-15,none,"Pay USD 1,352.4 in full on 2026-01-15. Paying earlier would take the balance below the USD 1,600 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.6 today. This leaves at least USD 500 available over the next 90 days."
request_259,191.13,affordable_later,wait,2024-11-15:935,2024-11-15,none,Pay EUR 935 in full on 2024-11-15. Paying earlier would take the balance below the EUR 600 minimum.
request_260,8334586.93,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-18. None of the available options keeps the IDR 20,727,700 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.4 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,2511850.16,affordable_with_plan,partial_payment,2024-12-05:2511850.16|2024-12-06:6724149.84,2024-12-06,none,"Pay IDR 2,511,850.16 today and the remaining IDR 6,724,149.84 on 2024-12-06. This completes the full request and keeps the IDR 31,018,500 minimum protected."
request_263,7778.05,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24,100 minimum protected."
request_264,23915.11,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Pay INR 111,300 in full on 2026-06-15. Paying earlier would take the balance below the INR 59,500 minimum."
request_265,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-03-21. None of the available options keeps the INR 189,700 minimum protected."
request_266,786.3,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,"Use 3 installments of EUR 324.13, starting 03 August 2025. This leaves at least EUR 900 available."
request_267,1701.11,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Use 3 installments of EUR 667.33, starting 08 January 2026. This leaves at least EUR 1,500 available."
request_268,1033.95,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-02. None of the available options keeps the ZAR 23,100 minimum protected."
request_270,152.99,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-08-30. None of the available options keeps the USD 1,400 minimum protected."
request_271,21515.9,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Pay INR 91,300 in full on 2024-11-15. Paying earlier would take the balance below the INR 58,200 minimum."
request_272,5781820.15,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,10827210.64,affordable_with_plan,partial_payment,2026-04-07:10827210.64|2026-04-15:5033789.36,2026-04-15,none,"Pay IDR 10,827,210.64 today and the remaining IDR 5,033,789.36 on 2026-04-15. This completes the full request and keeps the IDR 18,774,600 minimum protected."
request_274,2402.23,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Use 3 installments of EUR 940.75, starting 04 December 2024. This leaves at least EUR 1,800 available."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
